@Relation titanic
@ATTRIBUTE name string
@ATTRIBUTE classification {Anarchist,Anti-Globalization,Communist/Socialist,Environmental,Leftist,Nationalist/Separatist,Racist,Religious,Right-Wing_Conservative,Right-Wing_Reactionary,n/a,Other}
@ATTRIBUTE continent {Africa,Australia-Oceania,Central_America_and_Caribbean,Central_Asia,East_&_Southeast_Asia,Europe,Middle_East,North_America,South_America,South_Asia}
@ATTRIBUTE victimType {Abortion_Related,Airports_&_Airlines,Business,Educational_Institution,Food_or_Water_Supply,Government_(Diplomatic),Government_(General),Journalists_&_Media,Maritime,Military,NGO,Other,Police,Private_Citizens_&_Property,Religious_Figures/Institutions,Telecommunication,Terrorists,Tourists,Transportation,Unknown,Utilities,Violent_Political_Party}
@ATTRIBUTE attackType {Armed_Assault,Assassination,Bombing/Explosion,Facility/Infrastructure_Attack,Hijacking,Hostage_Taking_(Barricade_Incident),Hostage_Taking_(Kidnapping),Unarmed_Assault,Unknown}
@DATA
Red_Flag_(Venezuela),Communist/Socialist,South_America,Journalists_&_Media,Bombing/Explosion
Morazanist_Front_for_the_Liberation_of_Honduras_(FMLH),Communist/Socialist,Central_America_and_Caribbean,Journalists_&_Media,Hostage_Taking_(Barricade_Incident)
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Government_(General),Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Transportation,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Transportation,Bombing/Explosion
Kurdistan_Workers_Party_(PKK),Nationalist/Separatist,Middle_East,Military,Armed_Assault
Iparretarrak_(IK),Nationalist/Separatist,Europe,Airports_&_Airlines,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Tigray_Peoples_Liberation_Front_(TPLF),Nationalist/Separatist,Africa,Private_Citizens_&_Property,Hostage_Taking_(Barricade_Incident)
Action_Directe,Communist/Socialist,Europe,Business,Bombing/Explosion
Action_Directe,Communist/Socialist,Europe,Business,Bombing/Explosion
Action_Directe,Communist/Socialist,Europe,Business,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Police,Assassination
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Abu_Nidal_Organization_(ANO),Nationalist/Separatist,Europe,Government_(Diplomatic),Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Armed_Assault
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Justice_Commandos_for_the_Armenian_Genocide,Nationalist/Separatist,Europe,NGO,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Transportation,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Iparretarrak_(IK),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Government_(Diplomatic),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Armed_Assault
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Unknown
Popular_Forces_of_April_25,Communist/Socialist,Europe,Unknown,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Bombing/Explosion
African_National_Congress_(South_Africa),Other,Africa,Police,Assassination
Popular_Forces_of_April_25,Communist/Socialist,Europe,NGO,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Police,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Government_(General),Assassination
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Transportation,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Utilities,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Utilities,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Utilities,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Utilities,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
Palestine_Liberation_Organization_(PLO),Nationalist/Separatist,Middle_East,Terrorists,Bombing/Explosion
South-West_Africa_Peoples_Organization_(SWAPO),Other,Africa,Government_(General),Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Government_(General),Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Violent_Political_Party,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Facility/Infrastructure_Attack
South-West_Africa_Peoples_Organization_(SWAPO),Other,Africa,Business,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Unknown
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Hostage_Taking_(Kidnapping)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
Action_Directe,Communist/Socialist,Europe,Government_(General),Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Government_(General),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Other,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Religious_Figures/Institutions,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Utilities,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Business,Bombing/Explosion
Black_Brigade,Religious,Middle_East,Airports_&_Airlines,Hijacking
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
Moro_National_Liberation_Front_(MNLF),Religious,East_&_Southeast_Asia,Religious_Figures/Institutions,Hostage_Taking_(Kidnapping)
Zimbabwe_African_Nationalist_Union_(ZANU),Nationalist/Separatist,Africa,Government_(General),Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Business,Facility/Infrastructure_Attack
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Morazanist_Front_for_the_Liberation_of_Honduras_(FMLH),Communist/Socialist,Central_America_and_Caribbean,Business,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Armed_Assault
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Armenian_Revolutionary_Army,Nationalist/Separatist,North_America,Government_(Diplomatic),Hostage_Taking_(Barricade_Incident)
Popular_Forces_of_April_25,Communist/Socialist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Bombing/Explosion
Amal,Nationalist/Separatist,Middle_East,Government_(Diplomatic),Hostage_Taking_(Kidnapping)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Unknown
Irish_Republican_Army_(IRA),Nationalist/Separatist,Europe,Terrorists,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Police,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Hostage_Taking_(Barricade_Incident)
Pan-Turkish_Organization,Nationalist/Separatist,Europe,Business,Bombing/Explosion
Red_Brigades,Communist/Socialist,Europe,Government_(General),Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Arab_Unionist_Nationalist_Organization,Nationalist/Separatist,Europe,Business,Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Armed_Assault
Action_Directe,Communist/Socialist,Europe,Government_(General),Bombing/Explosion
Action_Directe,Communist/Socialist,Europe,Business,Bombing/Explosion
Action_Directe,Communist/Socialist,Europe,Journalists_&_Media,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Lebanese_National_Resistance_Front,Other,Middle_East,Military,Bombing/Explosion
Action_Directe,Communist/Socialist,Europe,Utilities,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Business,Armed_Assault
Amal,Nationalist/Separatist,Middle_East,Educational_Institution,Hostage_Taking_(Kidnapping)
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Journalists_&_Media,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Business,Hostage_Taking_(Kidnapping)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Irish_Republican_Army_(IRA),Nationalist/Separatist,Europe,Terrorists,Hostage_Taking_(Kidnapping)
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Religious_Figures/Institutions,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Facility/Infrastructure_Attack
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Guatemalan_National_Revolutionary_Unity_(URNG),Leftist,Central_America_and_Caribbean,Military,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Unknown
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Unknown
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Government_(General),Facility/Infrastructure_Attack
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Police,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Other,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Government_(General),Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Peace_Conquerors,Environmental,Europe,Business,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Police,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Maritime,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Government_(General),Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Government_(General),Armed_Assault
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Government_(General),Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Unarmed_Assault
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Lebanese_National_Resistance_Front,Other,Middle_East,Police,Bombing/Explosion
Lebanese_National_Resistance_Front,Other,Middle_East,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Police,Assassination
Lebanese_National_Resistance_Front,Other,Middle_East,Business,Bombing/Explosion
Popular_Forces_of_April_25,Communist/Socialist,Europe,Private_Citizens_&_Property,Assassination
Abu_Nidal_Organization_(ANO),Nationalist/Separatist,Middle_East,Airports_&_Airlines,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Military,Armed_Assault
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Government_(General),Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Unknown
Revolutionary_Autonomous_Group,Leftist,Europe,Government_(Diplomatic),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Assassination
Syrian_Social_Nationalist_Party,Nationalist/Separatist,Middle_East,Military,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Telecommunication,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Amal,Nationalist/Separatist,Middle_East,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
Iparretarrak_(IK),Nationalist/Separatist,Europe,Business,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Government_(General),Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Utilities,Unknown
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Terrorists,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Private_Citizens_&_Property,Armed_Assault
Black_Brigade,Religious,Middle_East,Religious_Figures/Institutions,Bombing/Explosion
Black_Brigade,Religious,Middle_East,Business,Bombing/Explosion
Egypts_Revolution,Nationalist/Separatist,Africa,Government_(Diplomatic),Assassination
Irish_Republican_Army_(IRA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Telecommunication,Bombing/Explosion
Polisario_Front,Nationalist/Separatist,Africa,Maritime,Hijacking
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Unknown
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
Amal,Nationalist/Separatist,Middle_East,Government_(Diplomatic),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Action_Directe,Communist/Socialist,Europe,Business,Bombing/Explosion
Action_Directe,Communist/Socialist,Europe,Other,Bombing/Explosion
Action_Directe,Communist/Socialist,Europe,Business,Bombing/Explosion
Action_Directe,Communist/Socialist,Europe,Business,Bombing/Explosion
Sandinistas,Communist/Socialist,Central_America_and_Caribbean,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Journalists_&_Media,Assassination
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Journalists_&_Media,Assassination
Democratic_Front_for_the_Liberation_of_Palestine_(DFLP),Nationalist/Separatist,Middle_East,Transportation,Bombing/Explosion
Abu_Nidal_Organization_(ANO),Nationalist/Separatist,Europe,Airports_&_Airlines,Bombing/Explosion
New_Peoples_Army_(NPA),Communist/Socialist,East_&_Southeast_Asia,Military,Unknown
